,Índice FipeZAP,Imóveis residenciais,Imóveis residenciais.1,Imóveis residenciais.2,Imóveis comerciais,Imóveis comerciais.1,Imóveis comerciais.2
0,,Venda,Locação,Rentabilidade do aluguel (rental yield),Venda,Locação,Rentabilidade do aluguel (rental yield)
1,,Número-Índice,Número-Índice,(% - mensalizada),Número-Índice,Número-Índice,(% - mensalizada)
2,Data,Total,Total,Total,Total,Total,Total
122,2017-12-01 00:00:00,129.4077989999987,142.2886162512712,0.003576595533157099,93.32875005173038,88.6231634846962,0.004391421499926113
123,2018-01-01 00:00:00,129.391845700279,142.7854610973625,0.0036126162412174535,93.84353765361544,88.53747731980346,0.004318396748891404
124,2018-02-01 00:00:00,129.32599309756824,143.61008197463224,0.003636426316264122,94.0384365066506,88.33833670567867,0.004296643645301012
125,2018-03-01 00:00:00,129.30305960718843,144.38327183366744,0.0036579420996956636,93.98242274163239,87.94598172605679,0.004279370279982333
126,2018-04-01 00:00:00,129.29318851113942,144.80452968526492,0.003669834657429626,93.76040065711467,87.67090901177885,0.004271702771536115
127,2018-05-01 00:00:00,129.27616359875074,144.99804484337565,0.003676254796167258,93.55133786790414,87.52077250027122,0.004269741936888057
128,2018-06-01 00:00:00,129.19554035990117,145.03601518623316,0.0036800823070866464,93.25317567924894,87.54290860988077,0.004284373699905904
129,2018-07-01 00:00:00,129.1095786157612,145.1222067691367,0.0036839557557060165,92.92236726654224,87.25460375987129,0.004293338573416315
130,2018-08-01 00:00:00,129.03174120990295,145.23153604157596,0.0036878896423106033,92.452198277828,86.85196426745023,0.0043038109640112935
131,2018-09-01 00:00:00,128.9966469764063,145.21603572098948,0.003687718094824203,91.95728374879211,86.35605899798503,0.004309407691433389
132,2018-10-01 00:00:00,128.91751847786557,145.16245337820138,0.0036888527798837178,91.51160019327412,86.22924827906336,0.004322480705182473
133,2018-11-01 00:00:00,128.99303541773173,145.04980802430313,0.0036844393275407925,91.12471341396329,86.24790567409235,0.00433919462563009
134,2018-12-01 00:00:00,129.1389833503369,145.60086872356894,0.0036955644565489798,90.88339659812561,86.40342831709013,0.004350471794618164
135,2019-01-01 00:00:00,129.3110232075777,146.2005364793614,0.003726981322901437,90.74827057338763,86.54314715556332,0.004367139867173683
136,2019-02-01 00:00:00,129.41350596050503,147.15366612013304,0.003746990008800671,90.77720469177231,86.517149727686,0.00436189098548475
137,2019-03-01 00:00:00,129.44422047076173,148.04853367749044,0.0037736480884950985,90.70098581931953,86.57642353267059,0.004363383991526897
138,2019-04-01 00:00:00,129.63027527451942,149.2422617814085,0.0037978429169697146,90.64760217915573,86.71249112359114,0.004374953505351228
139,2019-05-01 00:00:00,129.55364205366996,150.0763677164087,0.003823745012644621,90.59102408837339,86.99645175062876,0.004394219152012525
140,2019-06-01 00:00:00,129.51539890897834,150.62263441776892,0.0038370089368530026,90.41795951418166,87.11192876878924,0.004409475696637913
141,2019-07-01 00:00:00,129.4716473766167,150.74628259754834,0.003847525712570263,90.14333307814726,87.19376692912749,0.004423751344405093
142,2019-08-01 00:00:00,129.54672535316678,150.85601954556887,0.003853096844498296,89.7347029802722,87.2043808110645,0.004438025873369309
143,2019-09-01 00:00:00,129.35574884114703,151.18696297728107,0.003869871061764474,89.45206736271368,87.19782400450893,0.004448212215723049
144,2019-10-01 00:00:00,129.1685710726696,151.81180354178983,0.003920019674739052,89.19391984644021,86.966289224506,0.004451749664428276
145,2019-11-01 00:00:00,129.17072328433565,152.35202408446236,0.0039339375727080175,88.79817678947853,86.56924961951624,0.004456666231625211
146,2019-12-01 00:00:00,129.1406583519165,152.77527637457015,0.003945731023226635,88.50911621819296,86.45297888735843,0.004466443572719062
147,2020-01-01 00:00:00,129.34274204304813,153.36267154050844,0.003961787393055454,88.60998308264482,86.5571469334696,0.004526395716596816
148,2020-02-01 00:00:00,129.53770649685907,154.14427078131928,0.003977175242792006,88.62147799213987,86.56907547861248,0.004524037131131279
149,2020-03-01 00:00:00,129.77283529771037,155.66497913523168,0.004010620195644815,88.50798103862893,86.52057217082607,0.0045278915835279595
150,2020-04-01 00:00:00,130.03030190540423,157.13710230424442,0.004043332623306115,88.43154951982335,86.55771207740042,0.0045357894727848305
151,2020-05-01 00:00:00,130.3291446536996,157.80141441942993,0.004053414803368597,88.40654353179897,86.63847748853077,0.004547108871815229
152,2020-06-01 00:00:00,130.56977433896,157.59029223270534,0.00404087103826559,88.36677981444844,86.61916304221015,0.004547977650810723
153,2020-07-01 00:00:00,130.9386302069153,156.96430141398565,0.004013219911395438,88.45844956898837,86.49669566508858,0.004536554491930233
154,2020-08-01 00:00:00,131.42214842863257,156.51779712296718,0.0039853599567271514,88.54482585604812,86.24121120947552,0.004517146947012418
155,2020-09-01 00:00:00,132.1231051564513,156.03249749103983,0.0039513686637172255,88.63954890855184,86.05022270858404,0.0045020277978365525
156,2020-10-01 00:00:00,132.67467356689744,155.84584973118186,0.003930837450758791,88.33164364277155,85.80423412766505,0.004506183037192388
157,2020-11-01 00:00:00,133.26531712736008,155.89260830358518,0.003915227030875006,87.84190973703778,85.63739959976078,0.004522916654798207
158,2020-12-01 00:00:00,133.8797638070205,156.563391939908,0.00391600874243832,87.4342080116867,85.52484935759824,0.004538942227196127
159,2021-01-01 00:00:00,134.35433366061056,156.8985014695535,0.003908158189711172,87.43990356230992,85.53287828926732,0.004522315614236256
160,2021-02-01 00:00:00,134.709830274811,157.26732022004,0.003908595644052933,87.54718635755488,85.63692463587178,0.00452216377730273
161,2021-03-01 00:00:00,134.95324815883626,157.29532556173947,0.00390233047707935,87.60569374409303,85.87275918558146,0.004532335769705104
162,2021-04-01 00:00:00,135.35900285389323,157.59899579167194,0.003898932803596864,87.49825130712989,86.15132568799797,0.004552739405329401
163,2021-05-01 00:00:00,136.0141039367968,157.7665381263668,0.0038845431820633135,87.37752779563424,86.21447601213993,0.004559410697481934
164,2021-06-01 00:00:00,136.78819934606202,157.76232926083247,0.0038633951732401288,87.29687755309986,86.3071718071638,0.004564494941008483
165,2021-07-01 00:00:00,137.66098145535494,157.9710232927539,0.0038460242569644384,87.26712394021745,86.41738824774282,0.004568484131659861
166,2021-08-01 00:00:00,138.35364516663202,158.5506135323924,0.0038445245509042556,87.30086627071047,86.65991440568985,0.0045730689256295275
167,2021-09-01 00:00:00,138.94788973305953,159.37904588522278,0.003850565169768094,87.27981032385921,86.86376947227114,0.004583701851366417
168,2021-10-01 00:00:00,139.54362248648002,160.28337988239912,0.0038584696451865325,87.32542235840434,87.12700926185497,0.004592725626192637
169,2021-11-01 00:00:00,140.28321787244712,161.33419198252844,0.0038655822049233706,87.32096806860608,87.43543795869306,0.004610034252777312
170,2021-12-01 00:00:00,140.9555839204237,162.62381910480764,0.0038802062229880184,87.40460973000397,87.76791047475874,0.004621223500714005
171,2022-01-01 00:00:00,141.70269348765848,164.29122059212034,0.003909962251177161,87.48354696315754,88.02676535242136,0.004634090493509456
172,2022-02-01 00:00:00,142.40034968442308,166.52593013595973,0.003945518815388989,87.52949595341741,88.4079408459912,0.004650187978360988
173,2022-03-01 00:00:00,143.18318802322375,169.2413113383557,0.003990654560419978,87.52331885577821,88.92299441773159,0.004674041400346666
174,2022-04-01 00:00:00,143.86894227274766,172.35169683885536,0.004045177422828505,87.43623958745358,89.68382497869105,0.00471015475671459
175,2022-05-01 00:00:00,144.4595916048528,175.28723514586088,0.004097008013487456,87.41439436079692,90.27732547144831,0.004740280232459849
176,2022-06-01 00:00:00,145.1328731529766,178.050049278286,0.004142557022059819,87.28079423001269,90.53141252178185,0.004762776498509667
177,2022-07-01 00:00:00,145.88285948660783,180.48200152037626,0.004179427113975613,87.25060177939797,90.5242495734573,0.004767334959885915
178,2022-08-01 00:00:00,146.7527658884031,182.82784124620397,0.00420888182650838,87.22344041033145,90.55164146760752,0.004769972846010433
179,2022-09-01 00:00:00,147.62742837069965,184.80553657061017,0.0042287605902082545,87.25935107627507,90.89074900180502,0.004780825790176534
180,2022-10-01 00:00:00,148.49533313771065,186.41502485774714,0.004241223351222611,87.20401201415957,91.55410435509663,0.0048169530788329746
181,2022-11-01 00:00:00,149.18177448350824,187.88104769276202,0.004256558173912177,87.10996498229538,92.24809982189397,0.004854828740496024
182,2022-12-01 00:00:00,149.6358672710772,189.53859925311465,0.004280986160418569,87.06902040167732,92.7564450315555,0.0048875447285278845
183,2023-01-01 00:00:00,150.08088331882152,191.82602886567955,0.004322208186624086,87.01144438424217,92.93150091017607,0.004913580045391292
184,2023-02-01 00:00:00,150.6472649749228,194.9131563568264,0.00437315826305769,87.03296154058958,93.28497950476462,0.00492463371012841
185,2023-03-01 00:00:00,151.28701001380102,198.31639390407184,0.004429390726703343,86.98545182586629,93.63372204118805,0.0049392608876691665
186,2023-04-01 00:00:00,151.96203144798326,201.6520516863422,0.0044824410248852035,87.0173347742644,94.0842485389524,0.004962023232819149
187,2023-05-01 00:00:00,152.65463877831385,204.24864510955902,0.004518111989683676,86.97597854917737,94.53739501621826,0.004989527586068323
188,2023-06-01 00:00:00,153.4395475098522,207.0588074891943,0.004556165033899957,86.98054682742658,95.22085293093856,0.00502657132778577
189,2023-07-01 00:00:00,154.07107047694274,209.84634995471598,0.004600379048055535,86.83358146934995,95.99118389253589,0.005079145355581456
190,2023-08-01 00:00:00,154.74215036359126,212.6296532014316,0.004643224922794421,86.69854258575664,96.64364963189907,0.005126081680523064
191,2023-09-01 00:00:00,155.43792769867744,214.66225359859047,0.004668902552422785,86.5233830827933,97.14287496363242,0.005165102682554761
