,Unnamed: 0,Índice FipeZAP,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
0,,,Venda,,,,,,,,,,,,,,,,,,,,Locação,,,,,,,,,,,,,,,,,,,,Rentabilidade do aluguel (rental yield),,,,,Venda,,,,Locação,,,,Rentabilidade do aluguel (rental yield)
1,,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,(% - mensalizada),,,,,Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),(% - mensalizada)
2,,Data,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,Total,Total,Total,Total,Total,Total,Total,Total
3,,2008-01-01 00:00:00,41.811068498625254,39.46608734046782,40.4504786751504,43.47947987197312,47.09431516626593,.,.,.,.,.,.,.,.,.,.,2317.3218882041024,2494.1863251839104,2048.9453775471297,2326.0273945225276,3032.6443728901745,70.8668233584297,70.12321158362684,68.82937223132902,72.068303289219,75.98386379665358,.,.,.,.,.,.,.,.,.,.,13.703339629351905,16.138677215803035,12.86970290182766,12.48373284161166,14.660947339637898,0.006443816867974957,0.00726090464396416,0.0066248916746547044,0.005955657515736289,0.005697593460673882,.,.,.,.,.,.,.,.,.
4,,2008-02-01 00:00:00,42.065077010020694,39.863723604465875,40.745336480892774,43.61147286438224,47.22228645853504,0.006075149966660093,0.010075391071015283,0.007289352694941276,0.0030357537118148397,0.002717340549858364,.,.,.,.,.,2331.399966195966,2519.3162278141167,2063.8808630567405,2333.0886408192328,3040.8851004179287,71.55287143379459,71.55272785282183,69.46287351718465,71.77909345641936,76.21907707518012,0.009680807504168746,0.020385778644638763,0.009203938163586356,-0.004012996277142896,0.00309556880597721,.,.,.,.,.,13.83599902246791,16.46767671714167,12.988154851519813,12.433635668193425,14.706331310888556,0.006484195952947009,0.007383746555592815,0.006650463510937141,0.005918623499892913,0.005713645926115553,.,.,.,.,.,.,.,.,.
5,,2008-03-01 00:00:00,42.506114495884376,40.46330251053231,41.29048599245621,43.90101504503212,47.42020525740707,0.010484647056716714,0.01504071501236441,0.013379433295858932,0.006639128688688368,0.004191215921868273,.,.,.,.,.,2355.8438719895726,2557.2085452226934,2091.494419394608,2348.5783165477487,3053.630106467372,74.22860250368524,77.86594611769922,71.50331358450607,72.55943817215194,76.81247335198151,0.03739515991844448,0.08823169226843702,0.02937454159331094,0.010871476333235864,0.007785403596741038,.,.,.,.,.,14.353398418544536,17.92064770162462,13.369675946426142,12.568807644096266,14.820826035571214,0.006655037527462186,0.007887475855976569,0.006747993255949845,0.00595364901839587,0.005740150931398514,.,.,.,.,.,.,.,.,.
6,,2008-04-01 00:00:00,43.090376888038406,41.23354509581621,41.872013176365705,44.475047145357806,47.75081427476724,0.013745372850077731,0.01903558378813527,0.014083805746818764,0.013075599726723097,0.006971901862624888,.,.,.,.,.,2388.2258243866404,2605.8865027490156,2120.950620517917,2379.2873865417882,3074.919715894419,75.43447128828088,78.88060071700959,72.14619681319824,74.24485700137566,77.65288210093217,0.0162453386420116,0.013030787525225136,0.008990957152389671,0.02322811300199082,0.010941045279190608,.,.,.,.,.,14.586574236517507,18.154167854138905,13.489882130001792,12.860757328353621,14.98298136430141,0.0066876188515812935,0.007862216046126042,0.006757700336294956,0.00601423960066629,0.005786666015177812,.,.,.,.,.,.,.,.,.
7,,2008-05-01 00:00:00,43.66682236804259,41.943743640855985,42.40593068836442,45.03303759976963,48.26624638110091,0.013377591973770898,0.01722380511764033,0.012751178448235671,0.012546146440005929,0.010794205589202702,.,.,.,.,.,2420.174535006507,2650.769784031054,2147.995240360037,2409.1382745162005,3108.1110314780763,77.13043734117352,80.7200287472713,73.63103402156676,76.45072408839812,78.3360857594022,0.022482639885037757,0.02331914328163915,0.02058094915540829,0.02971070557764801,0.008798175160865281,.,.,.,.,.,14.914518932233499,18.577507495488497,13.76751670823181,13.242859502841915,15.114804258776514,0.006753094383034838,0.007882441133493727,0.006862852475925489,0.006109902268986355,0.0057821735843523415,.,.,.,.,.,.,.,.,.
8,,2008-06-01 00:00:00,44.31249165100063,42.689388398790925,43.03817682894492,45.60893657705369,48.894630230389495,0.014786266733953278,0.017777258136983103,0.014909380134273863,0.012788366230196456,0.013019115767300062,.,.,.,.,.,2455.959881223835,2697.893202743489,2180.0205179251757,2439.9472170698973,3148.575888814512,76.8190602358537,76.96373696823629,73.27756913735799,78.18120199675053,79.21952947782326,-0.004037019833590374,-0.04653481716162039,-0.004800487850072038,0.022635206258498092,0.01127760865068537,.,.,.,.,.,14.854308723495613,17.713006580867308,13.701425911548279,13.542614359141051,15.285263106038709,0.006650631036873439,0.007438598510370518,0.006807233812999899,0.00615192693210845,0.005787145174239821,.,.,.,.,.,.,.,.,.
9,,2008-07-01 00:00:00,44.908595389006244,43.51543294649353,43.70075970217146,46.024893950254445,49.19961981684388,0.013452273067839547,0.019350114365330337,0.015395235626731488,0.009120084887268027,0.006237690826524103,.,.,.,.,.,2488.9981241897167,2750.0977447620226,2213.582447469743,2462.1997428100285,3168.215731752785,78.0509304008757,78.39899121937022,74.75584028090985,78.58031294400185,80.40318611075664,0.016035996291022876,0.018648448057119064,0.02017358328004665,0.005104947699165644,0.014941475173299619,.,.,.,.,.,15.092512363091297,18.04332666402602,13.977832768230288,13.611748697154436,15.51364748525494,0.006674762714823748,0.0074447064742906195,0.006856228027037795,0.006125342261833594,0.00582550498595912,.,.,.,.,.,.,.,.,.
